surveyId;locationId;surveyDateStart;surveyDateEnd;surveyDays;firstRecordDate;speciesRecorded;cameraModel;bait;surveyPhoto;decimalLatitude;decimalLongitude;geodeticDatum;timeZone;country
D10S002;L0418;2014-04-20;2015-05-02;378;2014-05-14;8;Bushnell HD;No;Yes;-24.058023;-47.962804;EPSG:4236;America/Sao_Paulo;Brazil
D10S003A;L0419;2014-04-18;2014-08-29;134;2014-04-21;6;Bushnell HD;No;Yes;-24.055967;-47.971769;EPSG:4236;America/Sao_Paulo;Brazil
D10S003B;L0419;2015-01-20;2015-04-15;86;2015-01-31;6;Bushnell HD;No;Yes;-24.055967;-47.971769;EPSG:4236;America/Sao_Paulo;Brazil
D10S004A;L0420;2014-04-20;2014-08-14;117;2014-05-16;3;Bushnell HD;No;Yes;-24.061769;-47.968234;EPSG:4236;America/Sao_Paulo;Brazil
D10S004B;L0420;2015-01-21;2015-01-29;9;NA;0;Bushnell HD;No;Yes;-24.061769;-47.968234;EPSG:4236;America/Sao_Paulo;Brazil
D10S005;L0421;2014-04-20;2015-01-13;269;2014-04-27;13;Bushnell HD;No;Yes;-24.061531;-47.954727;EPSG:4236;America/Sao_Paulo;Brazil
D10S006;L0422;2014-04-18;2015-05-02;380;2014-05-05;14;Bushnell HD;No;Yes;-24.061384;-47.947665;EPSG:4236;America/Sao_Paulo;Brazil
D10S007;L0423;2014-04-26;2014-08-07;104;2014-04-28;2;Bushnell HD;No;Yes;-24.062783;-47.938147;EPSG:4236;America/Sao_Paulo;Brazil
D10S008A;L0424;2014-04-27;2014-07-02;67;2014-04-30;6;Bushnell HD;No;Yes;-24.089397;-47.952011;EPSG:4236;America/Sao_Paulo;Brazil
D10S008B;L0424;2014-07-20;2014-12-01;135;2014-07-21;8;Bushnell HD;No;Yes;-24.089397;-47.952011;EPSG:4236;America/Sao_Paulo;Brazil
D10S009A;L0425;2014-04-23;2014-07-23;92;2014-04-23;4;Bushnell HD;No;Yes;-24.065049;-47.934158;EPSG:4236;America/Sao_Paulo;Brazil
D10S009B;L0425;2014-07-24;2015-04-27;278;2014-07-25;7;Bushnell HD;No;Yes;-24.065049;-47.934158;EPSG:4236;America/Sao_Paulo;Brazil
D10S010;L0426;2014-04-26;2015-04-30;370;2014-04-29;12;Bushnell HD;No;Yes;-24.064979;-47.942678;EPSG:4236;America/Sao_Paulo;Brazil
D10S011;L0427;2014-04-18;2015-01-21;279;NA;0;Bushnell HD;No;Yes;-24.065882;-47.952606;EPSG:4236;America/Sao_Paulo;Brazil
D10S012;L0428;2014-04-21;2015-04-28;373;2014-05-08;8;Bushnell HD;No;Yes;-24.067265;-47.963136;EPSG:4236;America/Sao_Paulo;Brazil
D10S013A;L0429;2014-04-18;2015-01-07;265;2014-04-27;7;Bushnell HD;No;Yes;-24.065722;-47.972286;EPSG:4236;America/Sao_Paulo;Brazil
D10S013B;L0429;2015-02-03;2015-04-17;74;2015-03-09;4;Bushnell HD;No;Yes;-24.065722;-47.972286;EPSG:4236;America/Sao_Paulo;Brazil
D10S014;L0430;2014-04-18;2015-04-27;375;2014-04-19;11;Bushnell HD;No;Yes;-24.068973;-47.965816;EPSG:4236;America/Sao_Paulo;Brazil
D10S015;L0431;2014-04-18;2014-06-05;49;2014-04-18;3;Bushnell HD;No;Yes;-24.06969;-47.95713;EPSG:4236;America/Sao_Paulo;Brazil
D10S016;L0432;2014-05-09;2015-04-26;353;2014-05-16;5;Bushnell HD;No;Yes;-24.0719;-47.948135;EPSG:4236;America/Sao_Paulo;Brazil
D10S017;L0433;2014-04-23;2015-04-27;370;2014-07-16;8;Bushnell HD;No;Yes;-24.070297;-47.937796;EPSG:4236;America/Sao_Paulo;Brazil
D10S018;L0434;2014-04-23;2015-03-02;314;2014-05-04;5;Bushnell HD;No;Yes;-24.071764;-47.928567;EPSG:4236;America/Sao_Paulo;Brazil
D10S019;L0435;2014-04-23;2015-04-27;370;2014-04-29;9;Bushnell HD;No;Yes;-24.074415;-47.932154;EPSG:4236;America/Sao_Paulo;Brazil
D10S020;L0436;2014-04-25;2015-05-04;375;2014-04-28;9;Bushnell HD;No;Yes;-24.075651;-47.942708;EPSG:4236;America/Sao_Paulo;Brazil
D10S021;L0437;2014-05-09;2015-04-26;353;2014-05-09;10;Bushnell HD;No;Yes;-24.075568;-47.953602;EPSG:4236;America/Sao_Paulo;Brazil
D10S022A;L0438;2014-04-19;2015-01-09;266;2014-05-25;10;Bushnell HD;No;Yes;-24.073961;-47.962984;EPSG:4236;America/Sao_Paulo;Brazil
D10S022B;L0438;2015-01-23;2015-04-28;96;2015-01-24;5;Bushnell HD;No;Yes;-24.073961;-47.962984;EPSG:4236;America/Sao_Paulo;Brazil
D10S023;L0439;2014-04-19;2015-04-28;375;2014-04-22;12;Bushnell HD;No;Yes;-24.075391;-47.972294;EPSG:4236;America/Sao_Paulo;Brazil
D10S024;L0440;2014-07-19;2015-05-01;287;2014-07-26;10;Bushnell HD;No;Yes;-24.095505;-47.971242;EPSG:4236;America/Sao_Paulo;Brazil
D10S025;L0441;2014-04-19;2015-04-28;375;2014-04-25;4;Bushnell HD;No;Yes;-24.078422;-47.967803;EPSG:4236;America/Sao_Paulo;Brazil
D10S026;L0442;2014-04-19;2015-04-24;371;2014-04-20;8;Bushnell HD;No;Yes;-24.079113;-47.958867;EPSG:4236;America/Sao_Paulo;Brazil
D10S027;L0443;2014-04-25;2015-05-04;375;2014-04-30;8;Bushnell HD;No;Yes;-24.079025;-47.948124;EPSG:4236;America/Sao_Paulo;Brazil
D10S028A;L0444;2014-04-25;2014-11-18;208;2014-04-26;6;Bushnell HD;No;Yes;-24.082133;-47.938885;EPSG:4236;America/Sao_Paulo;Brazil
D10S028B;L0444;2015-01-19;2015-05-03;105;2015-01-20;5;Bushnell HD;No;Yes;-24.082133;-47.938885;EPSG:4236;America/Sao_Paulo;Brazil
D10S029;L0445;2014-07-23;2015-05-03;285;2014-08-15;7;Bushnell HD;No;Yes;-24.084102;-47.934099;EPSG:4236;America/Sao_Paulo;Brazil
D10S030A;L0446;2014-04-25;2014-11-26;216;2014-04-28;7;Bushnell HD;No;Yes;-24.083065;-47.945274;EPSG:4236;America/Sao_Paulo;Brazil
D10S030B;L0446;2014-12-08;2015-04-08;122;2014-12-10;4;Bushnell HD;No;Yes;-24.083065;-47.945274;EPSG:4236;America/Sao_Paulo;Brazil
D10S031A;L0447;2014-04-22;2014-12-08;231;2014-04-25;9;Bushnell HD;No;Yes;-24.085255;-47.952073;EPSG:4236;America/Sao_Paulo;Brazil
D10S031B;L0447;2014-12-10;2015-05-03;145;2014-12-17;8;Bushnell HD;No;Yes;-24.085255;-47.952073;EPSG:4236;America/Sao_Paulo;Brazil
D10S032;L0448;2014-04-22;2015-04-24;368;2014-05-31;7;Bushnell HD;No;Yes;-24.084631;-47.962531;EPSG:4236;America/Sao_Paulo;Brazil
D10S033;L0449;2014-07-19;2015-05-01;287;2014-07-21;6;Bushnell HD;No;Yes;-24.08509;-47.973385;EPSG:4236;America/Sao_Paulo;Brazil
D10S034;L0450;2014-07-31;2015-05-01;275;2014-08-15;7;Bushnell HD;No;Yes;-24.086601;-47.96732;EPSG:4236;America/Sao_Paulo;Brazil
D10S035;L0451;2014-04-22;2015-05-01;375;2014-05-04;5;Bushnell HD;No;Yes;-24.087181;-47.957564;EPSG:4236;America/Sao_Paulo;Brazil
D10S036;L0452;2014-04-27;2015-05-03;372;2014-05-04;11;Bushnell HD;No;Yes;-24.088464;-47.949177;EPSG:4236;America/Sao_Paulo;Brazil
D10S037;L0453;2014-08-01;2015-05-03;276;2014-08-17;4;Bushnell HD;No;Yes;-24.088747;-47.938917;EPSG:4236;America/Sao_Paulo;Brazil
D10S038;L0454;2014-05-21;2015-05-03;348;2014-05-21;9;Bushnell HD;No;Yes;-24.092985;-47.943726;EPSG:4236;America/Sao_Paulo;Brazil
D10S039;L0455;2014-04-22;2014-08-16;117;2014-05-02;5;Bushnell HD;No;Yes;-24.093276;-47.96357;EPSG:4236;America/Sao_Paulo;Brazil
D10S040A;L0456;2014-04-22;2014-12-26;249;2014-05-01;10;Bushnell HD;No;Yes;-24.060776;-47.974485;EPSG:4236;America/Sao_Paulo;Brazil
D10S040B;L0456;2015-01-19;2015-05-02;104;2015-01-20;7;Bushnell HD;No;Yes;-24.060776;-47.974485;EPSG:4236;America/Sao_Paulo;Brazil
D10S041;L0457;2014-06-25;2015-04-27;307;2014-06-27;16;Bushnell HD;No;Yes;-24.073582;-47.923992;EPSG:4236;America/Sao_Paulo;Brazil
D10S042;L0458;2014-08-07;2015-05-02;269;2014-08-09;11;Bushnell HD;No;Yes;-24.06069;-47.98446;EPSG:4236;America/Sao_Paulo;Brazil
D11S001;L0459;2010-08-26;2010-10-07;43;2010-08-27;3;Tigrinus 6.0C;No;Yes;-24.309231;-48.409606;EPSG:4236;America/Sao_Paulo;Brazil
D11S002A;L0460;2010-08-24;2011-02-14;175;2010-08-30;9;Tigrinus 6.0C;No;Yes;-24.294008;-48.420078;EPSG:4236;America/Sao_Paulo;Brazil
D11S002B;L0460;2011-05-18;2011-10-12;148;2011-05-19;9;Tigrinus 6.0C;No;Yes;-24.294008;-48.420078;EPSG:4236;America/Sao_Paulo;Brazil
D11S003A;L0461;2010-10-14;2011-01-01;80;2010-10-22;4;Tigrinus 6.0C;No;Yes;-24.290124;-48.324366;EPSG:4236;America/Sao_Paulo;Brazil
D11S003B;L0461;2011-05-09;2011-10-13;158;2011-08-13;1;Tigrinus 6.0C;No;Yes;-24.290124;-48.324366;EPSG:4236;America/Sao_Paulo;Brazil
D11S004A;L0462;2010-10-15;2011-01-04;82;2010-10-20;2;Tigrinus 6.0C;No;Yes;-24.320673;-48.32191;EPSG:4236;America/Sao_Paulo;Brazil
D11S004B;L0462;2011-05-09;2011-07-05;58;2011-05-30;1;Tigrinus 6.0C;No;Yes;-24.320673;-48.32191;EPSG:4236;America/Sao_Paulo;Brazil
D11S004C;L0462;2011-08-03;2011-10-13;72;2011-08-08;3;Tigrinus 6.0C;No;Yes;-24.320673;-48.32191;EPSG:4236;America/Sao_Paulo;Brazil
D11S005A;L0463;2011-05-10;2011-07-01;53;2011-05-12;4;Tigrinus 6.0C;No;Yes;-24.31329;-48.315107;EPSG:4236;America/Sao_Paulo;Brazil
D11S005B;L0463;2011-08-03;2011-10-13;72;2011-08-06;4;Tigrinus 6.0C;No;Yes;-24.31329;-48.315107;EPSG:4236;America/Sao_Paulo;Brazil
D11S006A;L0464;2010-08-25;2011-02-09;169;2010-08-28;8;Tigrinus 6.0C;No;Yes;-24.30686;-48.35978;EPSG:4236;America/Sao_Paulo;Brazil
D11S006B;L0464;2011-05-17;2011-07-17;62;2011-05-19;7;Tigrinus 6.0C;No;Yes;-24.30686;-48.35978;EPSG:4236;America/Sao_Paulo;Brazil
D11S006C;L0464;2011-08-03;2011-10-14;73;2011-08-06;4;Tigrinus 6.0C;No;Yes;-24.30686;-48.35978;EPSG:4236;America/Sao_Paulo;Brazil
D11S007A;L0465;2010-08-26;2011-01-02;130;2010-09-21;6;Tigrinus 6.0C;No;Yes;-24.318668;-48.390921;EPSG:4236;America/Sao_Paulo;Brazil
D11S007B;L0465;2011-05-18;2011-07-19;63;2011-05-25;5;Tigrinus 6.0C;No;Yes;-24.318668;-48.390921;EPSG:4236;America/Sao_Paulo;Brazil
D11S007C;L0465;2011-08-04;2011-10-12;70;2011-08-12;1;Tigrinus 6.0C;No;Yes;-24.318668;-48.390921;EPSG:4236;America/Sao_Paulo;Brazil
D11S008A;L0466;2010-08-24;2011-02-09;170;2010-08-27;8;Tigrinus 6.0C;No;Yes;-24.311723;-48.451625;EPSG:4236;America/Sao_Paulo;Brazil
D11S008B;L0466;2011-05-18;2011-07-17;61;2011-05-22;4;Tigrinus 6.0C;No;Yes;-24.311723;-48.451625;EPSG:4236;America/Sao_Paulo;Brazil
D11S008C;L0466;2011-08-04;2011-10-12;70;2011-08-06;4;Tigrinus 6.0C;No;Yes;-24.311723;-48.451625;EPSG:4236;America/Sao_Paulo;Brazil
D11S009A;L0467;2010-08-25;2011-02-08;168;2010-08-29;6;Tigrinus 6.0C;No;Yes;-24.279271;-48.384309;EPSG:4236;America/Sao_Paulo;Brazil
D11S009B;L0467;2011-05-17;2011-07-18;63;2011-05-18;8;Tigrinus 6.0C;No;Yes;-24.279271;-48.384309;EPSG:4236;America/Sao_Paulo;Brazil
D11S009C;L0467;2011-08-03;2011-10-14;73;2011-08-04;7;Tigrinus 6.0C;No;Yes;-24.279271;-48.384309;EPSG:4236;America/Sao_Paulo;Brazil
D11S010A;L0468;2010-08-28;2011-01-02;128;2010-08-28;3;Tigrinus 6.0C;No;Yes;-24.338764;-48.364301;EPSG:4236;America/Sao_Paulo;Brazil
D11S010B;L0468;2011-05-17;2011-07-17;62;2011-05-30;3;Tigrinus 6.0C;No;Yes;-24.338764;-48.364301;EPSG:4236;America/Sao_Paulo;Brazil
D11S010C;L0468;2011-08-07;2011-10-08;63;2011-09-01;2;Tigrinus 6.0C;No;Yes;-24.338764;-48.364301;EPSG:4236;America/Sao_Paulo;Brazil
D11S011A;L0469;2010-10-16;2011-01-18;95;2010-10-18;5;Tigrinus 6.0C;No;Yes;-24.345851;-48.453912;EPSG:4236;America/Sao_Paulo;Brazil
D11S011B;L0469;2011-05-06;2011-10-12;160;2011-05-25;7;Tigrinus 6.0C;No;Yes;-24.345851;-48.453912;EPSG:4236;America/Sao_Paulo;Brazil
D11S012A;L0470;2010-10-15;2010-12-31;78;2010-11-20;2;Tigrinus 6.0C;No;Yes;-24.327446;-48.42543;EPSG:4236;America/Sao_Paulo;Brazil
D11S012B;L0470;2011-05-12;2011-07-04;54;2011-05-29;2;Tigrinus 6.0C;No;Yes;-24.327446;-48.42543;EPSG:4236;America/Sao_Paulo;Brazil
D11S012C;L0470;2011-08-04;2011-10-10;68;NA;0;Tigrinus 6.0C;No;Yes;-24.327446;-48.42543;EPSG:4236;America/Sao_Paulo;Brazil
D11S013A;L0471;2010-10-16;2010-12-04;50;2010-10-17;7;Tigrinus 6.0C;No;Yes;-24.368673;-48.483308;EPSG:4236;America/Sao_Paulo;Brazil
D11S013B;L0471;2011-05-12;2011-07-01;51;2011-05-15;4;Tigrinus 6.0C;No;Yes;-24.368673;-48.483308;EPSG:4236;America/Sao_Paulo;Brazil
D11S013C;L0471;2011-07-10;2011-10-14;97;2011-07-16;8;Tigrinus 6.0C;No;Yes;-24.368673;-48.483308;EPSG:4236;America/Sao_Paulo;Brazil
D11S014;L0472;2010-11-11;2011-01-11;62;2010-12-02;2;Tigrinus 6.0C;No;Yes;-24.390269;-48.499398;EPSG:4236;America/Sao_Paulo;Brazil
D11S015;L0473;2011-05-11;2011-10-12;155;2011-05-24;6;Tigrinus 6.0C;No;Yes;-24.392071;-48.499522;EPSG:4236;America/Sao_Paulo;Brazil
D11S016A;L0474;2010-08-25;2010-11-11;79;2010-08-27;6;Tigrinus 6.0C;No;Yes;-24.269756;-48.352637;EPSG:4236;America/Sao_Paulo;Brazil
D11S016B;L0474;2010-11-11;2011-01-13;64;2010-11-14;4;Tigrinus 6.0C;No;Yes;-24.269756;-48.352637;EPSG:4236;America/Sao_Paulo;Brazil
D11S016C;L0474;2011-05-11;2011-07-12;63;2011-06-20;2;Tigrinus 6.0C;No;Yes;-24.269756;-48.352637;EPSG:4236;America/Sao_Paulo;Brazil
D11S016D;L0474;2011-08-07;2011-10-13;68;2011-08-28;2;Tigrinus 6.0C;No;Yes;-24.269756;-48.352637;EPSG:4236;America/Sao_Paulo;Brazil
D12S001;L0475;2012-04-07;2012-04-21;15;2012-04-08;4;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S002;L0475;2012-05-06;2012-05-18;13;2012-05-06;3;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S003;L0475;2012-06-18;2012-06-30;13;2012-06-22;2;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S004;L0475;2012-07-01;2012-07-14;14;2012-07-05;3;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S005;L0475;2012-08-19;2012-08-31;13;2012-08-20;3;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S006;L0475;2012-09-11;2012-09-22;12;2012-09-12;3;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S007;L0475;2012-10-16;2012-11-05;21;2012-10-20;3;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S008;L0475;2012-11-10;2012-11-23;14;2012-11-10;3;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S009;L0475;2013-01-06;2013-01-16;11;2013-01-13;3;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S010;L0475;2013-01-24;2013-02-01;9;2013-01-25;2;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S011;L0475;2013-02-21;2013-03-01;9;2013-02-26;3;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S012;L0475;2013-10-01;2014-03-06;157;2013-10-03;11;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S013;L0475;2014-03-10;2014-04-27;49;2014-03-18;5;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S014;L0475;2014-05-12;2014-06-12;32;2014-05-16;4;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S015;L0475;2014-06-25;2014-10-11;109;2014-06-25;9;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S016;L0475;2014-10-13;2015-02-04;115;2014-10-14;13;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S017;L0475;2015-03-01;2015-05-17;78;2015-03-03;7;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S018;L0475;2015-10-08;2016-01-24;109;2015-10-09;7;Bushnell mini;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S019;L0475;2016-03-31;2016-05-04;35;NA;0;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S020;L0475;2016-05-11;2016-06-19;40;2016-05-16;3;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S021;L0475;2016-07-02;2016-08-12;42;2016-07-03;3;Bushnell mini;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S022;L0475;2016-09-01;2016-10-05;35;2016-09-06;2;Bushnell mini;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S023;L0475;2016-10-15;2017-01-08;86;2016-10-20;5;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S024;L0475;2017-01-13;2017-02-26;45;2017-01-16;7;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S025;L0475;2017-04-17;2017-06-01;46;2017-04-19;1;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S026;L0475;2017-08-07;2017-08-10;4;2017-08-09;1;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S027;L0475;2018-03-17;2018-09-29;197;2018-03-17;13;Bushnell HD;No;Yes;-24.054905;-48.001571;EPSG:4236;America/Sao_Paulo;Brazil
D12S028;L0476;2013-11-01;2013-12-14;44;2013-11-03;4;Tigrinus 6.0C;No;Yes;-24.0545;-48.000972;EPSG:4236;America/Sao_Paulo;Brazil
D12S029;L0476;2015-06-27;2015-09-19;85;2015-07-03;6;Moultrie;No;Yes;-24.0545;-48.000972;EPSG:4236;America/Sao_Paulo;Brazil
D12S030;L0477;2014-04-21;2015-05-17;392;2014-05-11;9;Bushnell HD;No;Yes;-24.053322;-48.000155;EPSG:4236;America/Sao_Paulo;Brazil
D12S031;L0478;2015-10-18;2016-06-05;232;2015-11-11;7;Moultrie;No;Yes;-24.053856;-48.000562;EPSG:4236;America/Sao_Paulo;Brazil
D12S032;L0478;2018-09-10;2018-09-29;20;2018-09-10;3;Bushnell HD;No;Yes;-24.053856;-48.000562;EPSG:4236;America/Sao_Paulo;Brazil
D13S001;L0479;2008-03-30;2008-06-01;64;2008-05-01;3;Tigrinus 4.0C;No;Yes;-22.702306;-44.519222;EPSG:4236;America/Sao_Paulo;Brazil
D13S002;L0480;2008-04-01;2008-04-29;29;2008-04-16;1;Tigrinus 4.0C;No;Yes;-22.751694;-44.551028;EPSG:4236;America/Sao_Paulo;Brazil
D13S003;L0480;2008-05-29;2008-08-12;76;2008-06-06;4;Tigrinus 4.0C;No;Yes;-22.751694;-44.551028;EPSG:4236;America/Sao_Paulo;Brazil
D13S004;L0481;2008-04-01;2008-05-13;43;2008-04-02;1;Tigrinus 4.0C;No;Yes;-22.734222;-44.552389;EPSG:4236;America/Sao_Paulo;Brazil
D13S005;L0482;2008-05-30;2008-11-11;166;2008-06-12;2;Tigrinus 4.0C;No;Yes;-22.886056;-44.583833;EPSG:4236;America/Sao_Paulo;Brazil
D13S006;L0483;2008-05-30;2008-08-13;76;2008-05-30;1;Tigrinus 4.0C;No;Yes;-22.884111;-44.600028;EPSG:4236;America/Sao_Paulo;Brazil
D13S007;L0484;2008-05-30;2008-06-26;28;2008-06-26;1;Tigrinus 4.0C;No;Yes;-22.884944;-44.617083;EPSG:4236;America/Sao_Paulo;Brazil
D13S008;L0484;2008-06-27;2008-08-13;48;2008-06-27;3;Tigrinus 4.0C;No;Yes;-22.884944;-44.617083;EPSG:4236;America/Sao_Paulo;Brazil
D13S009;L0485;2008-05-30;2008-08-13;76;2008-06-21;3;Tigrinus 4.0C;No;Yes;-22.883806;-44.600278;EPSG:4236;America/Sao_Paulo;Brazil
D13S010;L0486;2008-06-05;2008-08-14;71;2008-06-09;2;Tigrinus 4.0C;No;Yes;-23.019083;-44.552639;EPSG:4236;America/Sao_Paulo;Brazil
D13S011;L0487;2008-06-08;2008-08-14;68;2008-06-11;4;Tigrinus 4.0C;No;Yes;-22.985694;-44.616917;EPSG:4236;America/Sao_Paulo;Brazil
D13S012;L0488;2008-08-07;2008-09-24;49;NA;0;Tigrinus 4.0C;No;Yes;-22.718417;-44.567944;EPSG:4236;America/Sao_Paulo;Brazil
D13S013;L0489;2008-08-07;2008-09-24;49;2008-08-09;1;Tigrinus 4.0C;No;Yes;-22.718778;-44.584667;EPSG:4236;America/Sao_Paulo;Brazil
D13S014;L0490;2008-08-09;2008-09-23;46;2008-08-29;2;Tigrinus 4.0C;No;Yes;-22.750417;-44.567778;EPSG:4236;America/Sao_Paulo;Brazil
D13S015;L0491;2008-08-13;2008-09-28;47;2008-08-27;3;Tigrinus 4.0C;No;Yes;-22.886083;-44.601556;EPSG:4236;America/Sao_Paulo;Brazil
D13S016;L0492;2008-08-16;2008-08-30;15;NA;0;Tigrinus 4.0C;No;Yes;-23.019278;-44.634778;EPSG:4236;America/Sao_Paulo;Brazil
D13S017;L0493;2008-08-16;2008-10-02;48;2008-08-18;2;Tigrinus 4.0C;No;Yes;-23.052528;-44.669389;EPSG:4236;America/Sao_Paulo;Brazil
D13S018;L0494;2008-08-18;2008-10-02;46;NA;0;Tigrinus 4.0C;No;Yes;-23.017806;-44.552083;EPSG:4236;America/Sao_Paulo;Brazil
D13S019;L0495;2008-09-26;2008-11-13;49;NA;0;Tigrinus 4.0C;No;Yes;-22.951056;-44.702417;EPSG:4236;America/Sao_Paulo;Brazil
D13S020;L0496;2008-09-26;2008-11-13;49;2008-11-08;1;Tigrinus 4.0C;No;Yes;-22.933917;-44.716667;EPSG:4236;America/Sao_Paulo;Brazil
D13S021;L0497;2008-09-27;2008-11-11;46;NA;0;Tigrinus 4.0C;No;Yes;-22.901194;-44.635139;EPSG:4236;America/Sao_Paulo;Brazil
D13S022;L0498;2008-09-29;2008-10-10;12;2008-09-30;2;Tigrinus 4.0C;No;Yes;-22.951194;-44.618861;EPSG:4236;America/Sao_Paulo;Brazil
D13S023;L0499;2008-09-30;2009-02-20;144;2008-10-05;4;Tigrinus 4.0C;No;Yes;-22.917556;-44.617472;EPSG:4236;America/Sao_Paulo;Brazil
D13S024;L0500;2008-11-14;2009-02-18;97;2008-11-17;1;Tigrinus 4.0C;Yes;Yes;-22.916719;-44.683417;EPSG:4236;America/Sao_Paulo;Brazil
D13S025;L0501;2008-11-15;2009-03-12;118;2008-11-16;3;Tigrinus 4.0C;No;Yes;-23.15125;-44.868;EPSG:4236;America/Sao_Paulo;Brazil
D13S026;L0502;2008-11-16;2008-12-01;16;2008-11-18;2;Tigrinus 4.0C;No;Yes;-23.301333;-44.652694;EPSG:4236;America/Sao_Paulo;Brazil
D13S027;L0502;2008-12-02;2009-03-15;104;2008-12-08;1;Tigrinus 4.0C;Yes;Yes;-23.301333;-44.652694;EPSG:4236;America/Sao_Paulo;Brazil
D13S028;L0503;2008-11-19;2009-05-12;175;NA;0;Tigrinus 4.0C;Yes;Yes;-22.916883;-44.700189;EPSG:4236;America/Sao_Paulo;Brazil
D13S029;L0504;2008-11-25;2009-02-18;86;2008-11-29;6;Tigrinus 4.0C;No;Yes;-22.951139;-44.617694;EPSG:4236;America/Sao_Paulo;Brazil
D13S030;L0505;2008-11-25;2009-03-08;104;2008-11-25;5;Tigrinus 4.0C;No;Yes;-23.488611;-45.252778;EPSG:4236;America/Sao_Paulo;Brazil
D13S031;L0506;2008-11-25;2009-02-18;86;2008-11-26;2;Tigrinus 4.0C;No;Yes;-22.952361;-44.633917;EPSG:4236;America/Sao_Paulo;Brazil
D13S032;L0507;2008-11-25;2009-03-04;100;2008-12-03;5;Tigrinus 4.0C;No;Yes;-23.457778;-45.124444;EPSG:4236;America/Sao_Paulo;Brazil
D13S033;L0508;2008-12-01;2009-03-01;91;NA;0;Tigrinus 4.0C;No;No;-22.919417;-44.719139;EPSG:4236;America/Sao_Paulo;Brazil
D13S034;L0508;2009-03-30;2009-05-28;60;2009-04-11;2;Tigrinus 4.0C;No;Yes;-22.919417;-44.719139;EPSG:4236;America/Sao_Paulo;Brazil
D13S035;L0509;2008-12-02;2009-03-14;103;NA;0;Tigrinus 4.0C;No;Yes;-23.285167;-44.652056;EPSG:4236;America/Sao_Paulo;Brazil
D13S036;L0510;2008-12-03;2009-03-15;103;NA;0;Tigrinus 4.0C;No;Yes;-23.301806;-44.650056;EPSG:4236;America/Sao_Paulo;Brazil
D13S037;L0511;2009-03-24;2009-06-05;74;NA;0;Tigrinus 4.0C;Yes;Yes;-23.30175;-44.768389;EPSG:4236;America/Sao_Paulo;Brazil
D13S038;L0512;2009-03-24;2009-06-05;74;2009-04-26;1;Tigrinus 4.0C;Yes;Yes;-23.300417;-44.767639;EPSG:4236;America/Sao_Paulo;Brazil
D13S039;L0513;2009-03-26;2009-05-29;65;2009-04-05;2;Tigrinus 4.0C;Yes;Yes;-23.269361;-45.035694;EPSG:4236;America/Sao_Paulo;Brazil
