surveyId;locationId;surveyDateStart;surveyDateEnd;surveyDays;firstRecordDate;speciesRecorded;cameraModel;bait;surveyPhoto;decimalLatitude;decimalLongitude;geodeticDatum;timeZone;country
D01S001;L0001;2018-10-17;2018-10-22;6;2018-10-20;1;Moultrie M80;No;No;-21.026957;-42.542472;EPSG:4236;America/Sao_Paulo;Brazil
D01S002;L0002;2018-10-17;2018-10-22;6;2018-10-21;1;Moultrie M80;No;No;-21.051149;-42.571247;EPSG:4236;America/Sao_Paulo;Brazil
D01S003;L0003;2018-10-17;2018-10-22;6;2018-10-21;1;Moultrie M80;No;No;-21.074263;-42.497613;EPSG:4236;America/Sao_Paulo;Brazil
D01S004;L0004;2018-07-31;2018-10-22;84;2018-07-31;2;Moultrie M80;No;No;-21.015282;-42.565239;EPSG:4236;America/Sao_Paulo;Brazil
D01S005;L0002;2018-07-28;2018-10-26;91;2018-08-01;2;Moultrie M80;No;No;-21.051149;-42.571247;EPSG:4236;America/Sao_Paulo;Brazil
D01S006;L0004;2018-07-28;2018-08-01;5;2018-07-31;1;Moultrie M80;No;No;-21.015282;-42.565239;EPSG:4236;America/Sao_Paulo;Brazil
D01S007;L0003;2018-10-20;2018-10-25;6;2018-10-21;1;Moultrie M80;No;No;-21.074263;-42.497613;EPSG:4236;America/Sao_Paulo;Brazil
D01S008;L0005;2019-02-04;2019-05-02;88;2019-02-08;1;Moultrie M80;No;No;-21.143155;-42.604069;EPSG:4236;America/Sao_Paulo;Brazil
D01S009;L0001;2019-04-28;2019-05-02;5;2019-04-29;1;Moultrie M80;No;No;-21.026957;-42.542472;EPSG:4236;America/Sao_Paulo;Brazil
D01S010;L0006;2019-07-23;2019-07-27;5;2019-07-24;1;Moultrie M80;No;No;-21.08238;-42.596011;EPSG:4236;America/Sao_Paulo;Brazil
D01S011;L0007;2019-07-23;2019-07-27;5;2019-07-23;1;Moultrie M80;No;No;-21.060049;-42.606989;EPSG:4236;America/Sao_Paulo;Brazil
D01S012;L0001;2019-10-23;2019-10-28;6;2019-10-24;1;Moultrie M80;No;No;-21.026957;-42.542472;EPSG:4236;America/Sao_Paulo;Brazil
D01S013;L0006;2019-10-19;2019-10-24;6;2019-10-20;2;Moultrie M80;No;No;-21.08238;-42.596011;EPSG:4236;America/Sao_Paulo;Brazil
D01S014;L0008;2019-10-23;2019-10-27;5;2019-10-26;2;Moultrie M80;No;No;-21.064607;-42.581928;EPSG:4236;America/Sao_Paulo;Brazil
D01S015;L0007;2020-01-22;2020-01-26;5;2020-01-23;1;Moultrie M80;No;No;-21.060049;-42.606989;EPSG:4236;America/Sao_Paulo;Brazil
D01S016;L0004;2020-01-27;2020-01-31;5;2020-01-28;2;Moultrie M80;No;No;-21.015282;-42.565239;EPSG:4236;America/Sao_Paulo;Brazil
D01S017;L0008;2020-01-27;2020-01-31;5;2020-01-29;1;Moultrie M80;No;No;-21.064607;-42.581928;EPSG:4236;America/Sao_Paulo;Brazil
D02S001;L0009;2016-09-08;2016-09-25;18;2016-09-12;2;Trapa Camera;No;Yes;-23.005438;-46.965168;EPSG:4236;America/Sao_Paulo;Brazil
D02S002;L0010;2016-09-09;2016-09-22;14;2016-09-09;3;Trapa Camera;No;Yes;-23.000016;-46.965441;EPSG:4236;America/Sao_Paulo;Brazil
D02S003;L0011;2016-09-08;2016-09-21;14;2016-09-10;3;Trapa Camera;No;Yes;-23.004924;-46.962215;EPSG:4236;America/Sao_Paulo;Brazil
D02S004;L0012;2016-09-29;2016-10-20;22;2016-10-10;1;Trapa Camera;No;Yes;-23.002409;-46.964773;EPSG:4236;America/Sao_Paulo;Brazil
D02S005;L0013;2016-09-29;2016-10-13;15;2016-09-30;3;Trapa Camera;No;Yes;-23.002537;-46.967536;EPSG:4236;America/Sao_Paulo;Brazil
D02S006;L0014;2016-09-29;2016-10-20;22;2016-10-04;3;Trapa Camera;No;Yes;-23.004855;-46.963394;EPSG:4236;America/Sao_Paulo;Brazil
D02S007;L0015;2016-09-29;2016-10-25;27;2016-09-30;5;Trapa Camera;No;Yes;-23.001871;-46.966638;EPSG:4236;America/Sao_Paulo;Brazil
D02S008A;L0016;2016-10-26;2016-11-15;21;NA;0;Trapa Camera;No;Yes;-23.006099;-46.966446;EPSG:4236;America/Sao_Paulo;Brazil
D02S008B;L0016;2016-11-22;2016-11-22;1;NA;0;Trapa Camera;No;Yes;-23.006099;-46.966446;EPSG:4236;America/Sao_Paulo;Brazil
D02S009;L0017;2016-10-26;2016-11-25;31;2016-10-28;5;Trapa Camera;No;Yes;-23.003733;-46.967943;EPSG:4236;America/Sao_Paulo;Brazil
D02S010;L0018;2016-10-26;2016-11-25;31;2016-10-26;5;Trapa Camera;No;Yes;-23.001105;-46.968636;EPSG:4236;America/Sao_Paulo;Brazil
D02S011;L0019;2016-10-26;2016-11-25;31;2016-10-28;4;Trapa Camera;No;Yes;-23.001126;-46.966237;EPSG:4236;America/Sao_Paulo;Brazil
D02S012;L0020;2016-12-07;2016-12-26;20;2016-12-17;1;Trapa Camera;No;Yes;-23.001602;-46.964313;EPSG:4236;America/Sao_Paulo;Brazil
D02S013;L0021;2016-12-07;2016-12-26;20;NA;0;Trapa Camera;No;Yes;-23.004028;-46.965255;EPSG:4236;America/Sao_Paulo;Brazil
D02S014;L0022;2016-12-08;2016-12-26;19;2016-12-19;1;Trapa Camera;No;Yes;-23.004091;-46.968933;EPSG:4236;America/Sao_Paulo;Brazil
D02S015;L0023;2016-12-08;2017-01-25;49;NA;0;Trapa Camera;No;Yes;-23.006531;-46.968783;EPSG:4236;America/Sao_Paulo;Brazil
D02S016;L0024;2016-12-27;2017-01-23;28;2016-12-27;2;Trapa Camera;No;Yes;-23.003474;-46.966223;EPSG:4236;America/Sao_Paulo;Brazil
D02S017;L0025;2016-12-27;2017-01-09;14;2016-12-27;2;Trapa Camera;No;Yes;-23.004189;-46.963941;EPSG:4236;America/Sao_Paulo;Brazil
D02S018;L0026;2017-01-01;2017-01-18;18;2017-01-18;1;Trapa Camera;No;Yes;-16.689939;-40.816382;EPSG:4236;America/Sao_Paulo;Brazil
D03S001;L0027;2012-08-23;2012-08-26;4;2012-08-23;1;Bushnell 119402;No;Yes;-23.522867;-46.274955;EPSG:4236;America/Sao_Paulo;Brazil
D03S002;L0028;2012-08-23;2012-08-26;4;2012-08-25;1;Bushnell 119402;No;Yes;-23.523256;-46.274958;EPSG:4236;America/Sao_Paulo;Brazil
D03S003;L0029;2012-08-23;2012-08-26;4;2012-08-24;1;Bushnell 119402;No;Yes;-23.521748;-46.276011;EPSG:4236;America/Sao_Paulo;Brazil
D03S004;L0030;2012-08-23;2012-08-26;4;2012-08-23;2;Bushnell 119402;No;Yes;-23.522091;-46.276054;EPSG:4236;America/Sao_Paulo;Brazil
D03S005;L0031;2012-08-23;2012-08-26;4;NA;0;Bushnell 119402;No;Yes;-23.521432;-46.275979;EPSG:4236;America/Sao_Paulo;Brazil
D03S006;L0029;2012-09-10;2012-09-13;4;2012-09-11;1;Bushnell 119402;No;Yes;-23.521748;-46.276011;EPSG:4236;America/Sao_Paulo;Brazil
D03S007;L0032;2012-09-10;2012-09-13;4;2012-09-11;1;Bushnell 119402;No;Yes;-23.524009;-46.273467;EPSG:4236;America/Sao_Paulo;Brazil
D03S008;L0031;2012-09-10;2012-09-13;4;2012-09-11;2;Bushnell 119402;No;Yes;-23.521432;-46.275979;EPSG:4236;America/Sao_Paulo;Brazil
D03S009;L0033;2012-09-10;2012-09-13;4;2012-09-13;1;Bushnell 119402;No;Yes;-23.524232;-46.27486;EPSG:4236;America/Sao_Paulo;Brazil
D03S010;L0034;2012-09-10;2012-09-13;4;2012-09-11;2;Bushnell 119402;No;Yes;-23.523772;-46.275825;EPSG:4236;America/Sao_Paulo;Brazil
D03S011;L0027;2012-10-08;2012-10-11;4;2012-10-08;1;Bushnell 119402;No;Yes;-23.522867;-46.274955;EPSG:4236;America/Sao_Paulo;Brazil
D03S012;L0028;2012-10-08;2012-10-11;4;2012-10-08;1;Bushnell 119402;No;No;-23.523256;-46.274958;EPSG:4236;America/Sao_Paulo;Brazil
D03S013;L0031;2012-10-08;2012-10-11;4;2012-10-10;2;Bushnell 119402;No;Yes;-23.521432;-46.275979;EPSG:4236;America/Sao_Paulo;Brazil
D03S014;L0033;2012-10-08;2012-10-11;4;2012-10-10;1;Bushnell 119402;No;Yes;-23.524232;-46.27486;EPSG:4236;America/Sao_Paulo;Brazil
D03S015;L0027;2012-11-12;2012-11-15;4;2012-11-12;3;Bushnell 119402;No;Yes;-23.522867;-46.274955;EPSG:4236;America/Sao_Paulo;Brazil
D03S016;L0029;2012-11-12;2012-11-15;4;2012-11-14;1;Bushnell 119402;No;Yes;-23.521748;-46.276011;EPSG:4236;America/Sao_Paulo;Brazil
D03S017;L0030;2012-11-12;2012-11-15;4;2012-11-12;2;Bushnell 119402;No;No;-23.522091;-46.276054;EPSG:4236;America/Sao_Paulo;Brazil
D03S018;L0028;2012-11-29;2012-12-02;4;2012-12-01;1;Bushnell 119402;No;No;-23.523256;-46.274958;EPSG:4236;America/Sao_Paulo;Brazil
D03S019;L0030;2012-11-29;2012-12-02;4;2012-11-29;3;Bushnell 119402;No;No;-23.522091;-46.276054;EPSG:4236;America/Sao_Paulo;Brazil
D03S020;L0031;2012-11-29;2012-12-02;4;2012-11-30;1;Bushnell 119402;No;No;-23.521432;-46.275979;EPSG:4236;America/Sao_Paulo;Brazil
D03S021;L0034;2012-11-29;2012-12-02;4;2012-11-30;1;Bushnell 119402;No;No;-23.523772;-46.275825;EPSG:4236;America/Sao_Paulo;Brazil
D03S022;L0027;2013-01-15;2013-01-18;4;2013-01-16;1;Bushnell 119402;No;Yes;-23.522867;-46.274955;EPSG:4236;America/Sao_Paulo;Brazil
D03S023;L0027;2013-01-30;2013-02-02;4;2013-01-31;1;Bushnell 119402;No;No;-23.522867;-46.274955;EPSG:4236;America/Sao_Paulo;Brazil
D03S024;L0030;2013-01-15;2013-01-18;4;2013-01-16;3;Bushnell 119402;No;No;-23.522091;-46.276054;EPSG:4236;America/Sao_Paulo;Brazil
D03S025;L0030;2013-01-30;2013-02-02;4;2013-01-30;2;Bushnell 119402;No;No;-23.522091;-46.276054;EPSG:4236;America/Sao_Paulo;Brazil
D03S026;L0031;2013-01-30;2013-02-02;4;2013-02-01;1;Bushnell 119402;No;No;-23.521432;-46.275979;EPSG:4236;America/Sao_Paulo;Brazil
D03S027;L0027;2013-02-27;2013-03-02;4;2013-02-28;2;Bushnell 119402;No;Yes;-23.522867;-46.274955;EPSG:4236;America/Sao_Paulo;Brazil
D03S028;L0030;2013-02-27;2013-03-02;4;2013-02-28;5;Bushnell 119402;No;Yes;-23.522091;-46.276054;EPSG:4236;America/Sao_Paulo;Brazil
D03S029;L0031;2013-02-27;2013-03-02;4;2013-02-27;1;Bushnell 119402;No;No;-23.521432;-46.275979;EPSG:4236;America/Sao_Paulo;Brazil
D03S030;L0030;2013-03-22;2013-03-25;4;2013-03-23;2;Bushnell 119402;No;No;-23.522091;-46.276054;EPSG:4236;America/Sao_Paulo;Brazil
D03S031;L0029;2013-05-02;2013-05-05;4;2013-05-03;1;Bushnell 119402;No;Yes;-23.521748;-46.276011;EPSG:4236;America/Sao_Paulo;Brazil
D03S032;L0027;2013-06-01;2013-06-04;4;2013-06-02;1;Bushnell 119402;No;No;-23.522867;-46.274955;EPSG:4236;America/Sao_Paulo;Brazil
D03S033;L0030;2013-06-01;2013-06-04;4;2013-06-01;2;Bushnell 119402;No;No;-23.522091;-46.276054;EPSG:4236;America/Sao_Paulo;Brazil
D03S034;L0032;2013-06-01;2013-06-04;4;2013-06-02;1;Bushnell 119402;No;No;-23.524009;-46.273467;EPSG:4236;America/Sao_Paulo;Brazil
D03S035;L0031;2013-06-01;2013-06-04;4;2013-06-01;1;Bushnell 119402;No;No;-23.521432;-46.275979;EPSG:4236;America/Sao_Paulo;Brazil
D03S036;L0033;2013-06-01;2013-06-04;4;2013-06-02;1;Bushnell 119402;No;Yes;-23.524232;-46.27486;EPSG:4236;America/Sao_Paulo;Brazil
D03S037;L0027;2013-07-11;2013-07-14;4;2013-07-12;2;Bushnell 119402;No;No;-23.522867;-46.274955;EPSG:4236;America/Sao_Paulo;Brazil
D03S038;L0030;2013-07-11;2013-07-14;4;2013-07-12;2;Bushnell 119402;No;No;-23.522091;-46.276054;EPSG:4236;America/Sao_Paulo;Brazil
D03S039;L0032;2013-07-11;2013-07-14;4;2013-07-12;1;Bushnell 119402;No;No;-23.524009;-46.273467;EPSG:4236;America/Sao_Paulo;Brazil
D03S040;L0033;2013-07-11;2013-07-14;4;2013-07-11;1;Bushnell 119402;No;No;-23.524232;-46.27486;EPSG:4236;America/Sao_Paulo;Brazil
D04S001;L0035;2013-06-28;2013-07-25;28;2013-07-22;1;Bushnell Trophy Cam HD;Yes;Yes;-14.752188;-39.192241;EPSG:4236;America/Bahia;Brazil
D04S002;L0035;2014-02-04;2014-02-19;16;NA;0;Bushnell Trophy Cam HD;Yes;Yes;-14.752188;-39.192241;EPSG:4236;America/Bahia;Brazil
D04S003;L0035;2014-07-07;2014-08-06;31;2014-07-23;1;Trapa Camera;Yes;Yes;-14.752188;-39.192241;EPSG:4236;America/Bahia;Brazil
D04S004;L0035;2015-01-20;2015-02-23;35;NA;0;Trapa Camera;Yes;No;-14.752188;-39.192241;EPSG:4236;America/Bahia;Brazil
D04S005;L0036;2013-06-28;2013-07-09;12;2013-07-02;1;Bushnell Trophy Cam HD;Yes;Yes;-14.713832;-39.242435;EPSG:4236;America/Bahia;Brazil
D04S006;L0036;2014-01-17;2014-02-19;34;NA;0;Trapa Camera;Yes;No;-14.713832;-39.242435;EPSG:4236;America/Bahia;Brazil
D04S007;L0036;2014-07-07;2014-07-21;15;NA;0;Trapa Camera;Yes;Yes;-14.713832;-39.242435;EPSG:4236;America/Bahia;Brazil
D04S008;L0036;2015-01-20;2015-02-23;35;NA;0;Trapa Camera;Yes;Yes;-14.713832;-39.242435;EPSG:4236;America/Bahia;Brazil
D04S009A;L0037;2013-06-29;2013-07-17;19;2013-07-11;1;Trapa Camera;Yes;Yes;-14.65371;-39.221269;EPSG:4236;America/Bahia;Brazil
D04S009B;L0037;2013-07-19;2013-07-26;8;NA;0;Trapa Camera;Yes;Yes;-14.65371;-39.221269;EPSG:4236;America/Bahia;Brazil
D04S010A;L0037;2014-01-18;2014-01-18;1;NA;0;Bushnell Trophy Cam HD;Yes;Yes;-14.65371;-39.221269;EPSG:4236;America/Bahia;Brazil
D04S010B;L0037;2014-01-23;2014-02-20;29;NA;0;Bushnell Trophy Cam HD;Yes;Yes;-14.65371;-39.221269;EPSG:4236;America/Bahia;Brazil
D04S011;L0037;2014-07-08;2014-08-06;30;NA;0;Trapa Camera;Yes;Yes;-14.65371;-39.221269;EPSG:4236;America/Bahia;Brazil
D04S012;L0037;2015-01-22;2015-02-24;34;2015-01-24;2;Bushnell Trophy Cam HD;Yes;Yes;-14.65371;-39.221269;EPSG:4236;America/Bahia;Brazil
D04S013;L0038;2013-06-29;2013-07-26;28;2013-07-12;1;Trapa Camera;Yes;Yes;-14.683411;-39.190537;EPSG:4236;America/Bahia;Brazil
D04S014;L0038;2014-01-18;2014-02-20;34;2014-01-23;1;Trapa Camera;Yes;Yes;-14.683411;-39.190537;EPSG:4236;America/Bahia;Brazil
D04S015;L0038;2014-07-08;2014-08-06;30;2014-07-12;2;Bushnell Trophy Cam HD;Yes;Yes;-14.683411;-39.190537;EPSG:4236;America/Bahia;Brazil
D04S016;L0038;2015-01-20;2015-02-24;36;NA;0;Trapa Camera;Yes;No;-14.683411;-39.190537;EPSG:4236;America/Bahia;Brazil
D04S017;L0039;2013-06-30;2013-07-26;27;2013-07-10;1;Trapa Camera;Yes;Yes;-14.676296;-39.210722;EPSG:4236;America/Bahia;Brazil
D04S018A;L0039;2014-01-22;2014-01-22;1;NA;0;Trapa Camera;Yes;No;-14.676296;-39.210722;EPSG:4236;America/Bahia;Brazil
D04S018B;L0039;2014-01-29;2014-02-20;23;NA;0;Trapa Camera;Yes;No;-14.676296;-39.210722;EPSG:4236;America/Bahia;Brazil
D04S019;L0039;2014-07-09;2014-08-06;29;NA;0;Trapa Camera;Yes;Yes;-14.676296;-39.210722;EPSG:4236;America/Bahia;Brazil
D04S020;L0039;2015-01-22;2015-02-23;33;2015-01-22;4;Bushnell Trophy Cam HD;Yes;Yes;-14.676296;-39.210722;EPSG:4236;America/Bahia;Brazil
D04S021;L0040;2017-05-25;2017-06-28;35;2017-05-29;4;Bushnell Trophy Cam HD;Yes;Yes;-14.642364;-39.189916;EPSG:4236;America/Bahia;Brazil
D04S022;L0041;2017-05-26;2017-06-29;35;2017-05-27;3;Bushnell Trophy Cam HD;Yes;Yes;-14.647805;-39.180384;EPSG:4236;America/Bahia;Brazil
D04S023;L0042;2017-05-26;2017-06-28;34;2017-05-29;4;Bushnell Trophy Cam HD;Yes;Yes;-14.666961;-39.183594;EPSG:4236;America/Bahia;Brazil
D04S024;L0043;2017-05-26;2017-06-18;24;2017-06-05;1;Bushnell Trophy Cam HD;Yes;Yes;-14.757096;-39.204473;EPSG:4236;America/Bahia;Brazil
D04S025;L0044;2017-05-30;2017-06-28;30;2017-05-31;1;Bushnell Trophy Cam HD;Yes;Yes;-14.678472;-39.18222;EPSG:4236;America/Bahia;Brazil
D04S026;L0045;2017-02-07;2017-03-08;30;2017-02-14;2;Bushnell Trophy Cam HD;Yes;Yes;-15.21248;-39.146276;EPSG:4236;America/Bahia;Brazil
D04S027;L0045;2017-07-11;2017-08-08;29;2017-07-15;2;Bushnell Trophy Cam HD;Yes;Yes;-15.21248;-39.146276;EPSG:4236;America/Bahia;Brazil
D04S028;L0045;2018-02-15;2018-03-16;30;2018-02-17;3;Bushnell Trophy Cam HD;Yes;Yes;-15.21248;-39.146276;EPSG:4236;America/Bahia;Brazil
D04S029;L0045;2018-08-03;2018-09-04;33;2018-08-05;5;Bushnell Trophy Cam HD;Yes;Yes;-15.21248;-39.146276;EPSG:4236;America/Bahia;Brazil
D04S030;L0046;2017-02-07;2017-03-10;32;2017-02-10;4;Bushnell Trophy Cam HD;Yes;Yes;-15.22447;-39.232531;EPSG:4236;America/Bahia;Brazil
D04S031;L0046;2017-07-12;2017-08-09;29;2017-07-13;4;Bushnell Trophy Cam HD;Yes;Yes;-15.22447;-39.232531;EPSG:4236;America/Bahia;Brazil
D04S032;L0046;2018-02-15;2018-03-16;30;2018-02-21;4;Bushnell Trophy Cam HD;Yes;Yes;-15.22447;-39.232531;EPSG:4236;America/Bahia;Brazil
D04S033;L0046;2018-08-03;2018-09-04;33;2018-08-05;6;Bushnell Trophy Cam HD;Yes;Yes;-15.22447;-39.232531;EPSG:4236;America/Bahia;Brazil
D04S034;L0047;2017-02-07;2017-03-09;31;2017-02-10;2;Bushnell Trophy Cam HD;Yes;Yes;-15.259457;-39.206419;EPSG:4236;America/Bahia;Brazil
D04S035;L0047;2017-07-11;2017-08-09;30;2017-07-13;4;Bushnell Trophy Cam HD;Yes;Yes;-15.259457;-39.206419;EPSG:4236;America/Bahia;Brazil
D04S036;L0047;2018-02-15;2018-03-16;30;2018-02-18;4;Bushnell Trophy Cam HD;Yes;Yes;-15.259457;-39.206419;EPSG:4236;America/Bahia;Brazil
D04S037;L0047;2018-08-03;2018-09-04;33;2018-08-05;5;Bushnell Trophy Cam HD;Yes;Yes;-15.259457;-39.206419;EPSG:4236;America/Bahia;Brazil
D04S038;L0048;2017-02-10;2017-03-11;30;2017-02-28;2;Bushnell Trophy Cam HD;Yes;Yes;-15.144156;-39.070565;EPSG:4236;America/Bahia;Brazil
D04S039;L0048;2017-07-14;2017-08-08;26;2017-07-18;1;Bushnell Trophy Cam HD;Yes;Yes;-15.144156;-39.070565;EPSG:4236;America/Bahia;Brazil
D04S040;L0048;2018-02-15;2018-03-16;30;2018-02-26;1;Bushnell Trophy Cam HD;Yes;Yes;-15.144156;-39.070565;EPSG:4236;America/Bahia;Brazil
D04S041;L0048;2018-08-04;2018-09-05;33;2018-08-08;5;Bushnell Trophy Cam HD;Yes;Yes;-15.144156;-39.070565;EPSG:4236;America/Bahia;Brazil
D04S042;L0049;2017-02-10;2017-03-11;30;2017-02-23;4;Bushnell Trophy Cam HD;Yes;Yes;-15.169644;-39.054335;EPSG:4236;America/Bahia;Brazil
D04S043;L0049;2017-07-14;2017-08-10;28;2017-07-17;4;Bushnell Trophy Cam HD;Yes;Yes;-15.169644;-39.054335;EPSG:4236;America/Bahia;Brazil
D04S044;L0049;2018-02-15;2018-03-16;30;2018-02-17;7;Bushnell Trophy Cam HD;Yes;Yes;-15.169644;-39.054335;EPSG:4236;America/Bahia;Brazil
D04S045;L0049;2018-08-04;2018-09-03;31;2018-08-09;3;Bushnell Trophy Cam HD;Yes;Yes;-15.169644;-39.054335;EPSG:4236;America/Bahia;Brazil
D04S046;L0050;2017-04-19;2017-05-10;22;2017-04-20;1;Bushnell Trophy Cam HD;Yes;Yes;-15.233359;-39.222639;EPSG:4236;America/Bahia;Brazil
D04S047;L0050;2017-08-22;2017-09-22;32;2017-08-22;5;Bushnell Trophy Cam HD;Yes;Yes;-15.233359;-39.222639;EPSG:4236;America/Bahia;Brazil
D04S048;L0050;2018-02-15;2018-03-16;30;2018-02-17;6;Bushnell Trophy Cam HD;Yes;Yes;-15.233359;-39.222639;EPSG:4236;America/Bahia;Brazil
D04S049;L0050;2018-08-03;2018-09-04;33;2018-08-07;2;Bushnell Trophy Cam HD;Yes;Yes;-15.233359;-39.222639;EPSG:4236;America/Bahia;Brazil
D04S050A;L0051;2017-04-19;2017-04-19;1;NA;0;Bushnell Trophy Cam HD;Yes;Yes;-15.204036;-39.159769;EPSG:4236;America/Bahia;Brazil
D04S050B;L0051;2017-04-24;2017-05-17;24;2017-04-26;2;Bushnell Trophy Cam HD;Yes;Yes;-15.204036;-39.159769;EPSG:4236;America/Bahia;Brazil
D04S051;L0051;2017-08-22;2017-09-22;32;2017-08-27;1;Bushnell Trophy Cam HD;Yes;Yes;-15.204036;-39.159769;EPSG:4236;America/Bahia;Brazil
D04S052;L0051;2018-02-15;2018-03-16;30;2018-02-18;3;Bushnell Trophy Cam HD;Yes;Yes;-15.204036;-39.159769;EPSG:4236;America/Bahia;Brazil
D04S053;L0051;2018-08-03;2018-09-04;33;2018-08-07;3;Bushnell Trophy Cam HD;Yes;Yes;-15.204036;-39.159769;EPSG:4236;America/Bahia;Brazil
D04S054;L0052;2017-04-20;2017-05-16;27;2017-05-04;1;Bushnell Trophy Cam HD;Yes;Yes;-15.179559;-39.05514;EPSG:4236;America/Bahia;Brazil
D04S055;L0052;2017-08-23;2017-09-23;32;2017-08-28;7;Bushnell Trophy Cam HD;Yes;Yes;-15.179559;-39.05514;EPSG:4236;America/Bahia;Brazil
D04S056;L0052;2018-02-17;2018-03-03;15;2018-02-23;5;Bushnell Trophy Cam HD;Yes;Yes;-15.179559;-39.05514;EPSG:4236;America/Bahia;Brazil
D04S057;L0052;2018-08-04;2018-09-03;31;2018-08-06;5;Bushnell Trophy Cam HD;Yes;Yes;-15.179559;-39.05514;EPSG:4236;America/Bahia;Brazil
D04S058;L0053;2017-04-20;2017-05-16;27;2017-05-03;3;Bushnell Trophy Cam HD;Yes;Yes;-15.169497;-39.062519;EPSG:4236;America/Bahia;Brazil
D04S059;L0053;2017-08-23;2017-09-23;32;2017-08-29;5;Bushnell Trophy Cam HD;Yes;Yes;-15.169497;-39.062519;EPSG:4236;America/Bahia;Brazil
D04S060;L0053;2018-02-16;2018-03-17;30;2018-02-20;4;Bushnell Trophy Cam HD;Yes;Yes;-15.169497;-39.062519;EPSG:4236;America/Bahia;Brazil
D04S061;L0053;2018-08-04;2018-09-03;31;2018-08-04;4;Bushnell Trophy Cam HD;Yes;Yes;-15.169497;-39.062519;EPSG:4236;America/Bahia;Brazil
D04S062;L0054;2017-04-20;2017-05-16;27;2017-04-25;4;Bushnell Trophy Cam HD;Yes;Yes;-15.182869;-39.068262;EPSG:4236;America/Bahia;Brazil
D04S063;L0054;2017-08-23;2017-09-23;32;2017-09-01;5;Bushnell Trophy Cam HD;Yes;Yes;-15.182869;-39.068262;EPSG:4236;America/Bahia;Brazil
D04S064;L0054;2018-02-16;2018-03-17;30;2018-03-01;2;Bushnell Trophy Cam HD;Yes;Yes;-15.182869;-39.068262;EPSG:4236;America/Bahia;Brazil
D04S065;L0054;2018-08-04;2018-09-03;31;2018-08-16;8;Bushnell Trophy Cam HD;Yes;Yes;-15.182869;-39.068262;EPSG:4236;America/Bahia;Brazil
D04S066;L0055;2017-04-20;2017-05-16;27;2017-04-20;6;Bushnell Trophy Cam HD;Yes;Yes;-15.18089;-39.082379;EPSG:4236;America/Bahia;Brazil
D04S067;L0055;2017-08-23;2017-09-23;32;2017-08-27;3;Bushnell Trophy Cam HD;Yes;Yes;-15.18089;-39.082379;EPSG:4236;America/Bahia;Brazil
D04S068;L0055;2018-02-16;2018-03-17;30;2018-02-18;5;Bushnell Trophy Cam HD;Yes;Yes;-15.18089;-39.082379;EPSG:4236;America/Bahia;Brazil
D04S069;L0055;2018-08-04;2018-09-03;31;2018-08-06;4;Bushnell Trophy Cam HD;Yes;Yes;-15.18089;-39.082379;EPSG:4236;America/Bahia;Brazil
D04S070;L0056;2017-04-20;2017-05-16;27;2017-04-21;4;Bushnell Trophy Cam HD;Yes;Yes;-15.197146;-39.060838;EPSG:4236;America/Bahia;Brazil
D04S071;L0056;2017-08-23;2017-09-23;32;2017-08-25;6;Bushnell Trophy Cam HD;Yes;Yes;-15.197146;-39.060838;EPSG:4236;America/Bahia;Brazil
D04S072;L0056;2018-02-16;2018-03-17;30;2018-02-16;4;Bushnell Trophy Cam HD;Yes;Yes;-15.197146;-39.060838;EPSG:4236;America/Bahia;Brazil
D04S073;L0056;2018-08-04;2018-09-03;31;2018-08-05;5;Bushnell Trophy Cam HD;Yes;Yes;-15.197146;-39.060838;EPSG:4236;America/Bahia;Brazil
D04S074;L0057;2017-04-21;2017-05-16;26;2017-04-21;5;Bushnell Trophy Cam HD;Yes;Yes;-15.185396;-39.031877;EPSG:4236;America/Bahia;Brazil
D04S075;L0057;2017-08-22;2017-09-22;32;2017-08-23;5;Bushnell Trophy Cam HD;Yes;Yes;-15.185396;-39.031877;EPSG:4236;America/Bahia;Brazil
D04S076;L0057;2018-02-16;2018-03-17;30;2018-02-17;5;Bushnell Trophy Cam HD;Yes;Yes;-15.185396;-39.031877;EPSG:4236;America/Bahia;Brazil
D04S077;L0057;2018-08-04;2018-08-31;28;2018-08-06;3;Bushnell Trophy Cam HD;Yes;Yes;-15.185396;-39.031877;EPSG:4236;America/Bahia;Brazil
D04S078;L0058;2017-04-21;2017-05-16;26;2017-05-01;3;Bushnell Trophy Cam HD;Yes;Yes;-15.156115;-39.061566;EPSG:4236;America/Bahia;Brazil
D04S079;L0058;2017-08-22;2017-09-22;32;2017-08-26;2;Bushnell Trophy Cam HD;Yes;Yes;-15.156115;-39.061566;EPSG:4236;America/Bahia;Brazil
D04S080;L0058;2018-02-16;2018-03-16;29;2018-02-16;3;Bushnell Trophy Cam HD;Yes;Yes;-15.156115;-39.061566;EPSG:4236;America/Bahia;Brazil
D04S081;L0058;2018-08-04;2018-09-05;33;2018-08-19;1;Bushnell Trophy Cam HD;Yes;Yes;-15.156115;-39.061566;EPSG:4236;America/Bahia;Brazil
D04S082;L0059;2017-04-21;2017-05-16;26;2017-04-23;5;Bushnell Trophy Cam HD;Yes;Yes;-15.084344;-39.105887;EPSG:4236;America/Bahia;Brazil
